parque;lat;lon;area_m2
parque_389;43,36079740;-3,01519124297154;5351,57589549292
parque_222;43,18844590;-3,08784435282611;5343,42081631493
parque_114;43,30365955;-2,98582636824281;5331,78836893942
parque_258;43,24097025;-2,91944516436506;5277,96387876756
parque_429;43,23629175;-3,01281026516591;5236,49250340997
parque_44;43,35043520;-3,00894958149012;5213,36983342329
parque_201;43,31620015;-3,07609404392199;5187,95111090061
parque_225;43,20454855;-2,89046216992202;5187,45574396104
parque_287;43,25984760;-2,91446208008615;5181,75357135004
parque_183;43,26696535;-2,96227399254032;5125,71680911584
parque_327;43,27894740;-2,98651723939189;5119,03550204122
parque_182;43,30287750;-3,03802137832944;5103,28881251905
parque_297;43,34657745;-3,00515914432952;5086,26990101114
parque_301;43,25329140;-2,90834615652427;5079,35511505022
parque_56;43,32006585;-3,01701192447917;5054,16359236860
parque_444;43,31779195;-3,02692493200894;5031,89687355468
parque_105;43,30496045;-3,03819948183151;5025,58349522669
parque_283;43,24786465;-2,91296431065625;5023,46918019606
