parque;lat;lon;area_m2
parque_467;39,46927160;-0,338950356815658;8258,05564333801
parque_37;39,46966560;-0,457188978355279;8250,90299739246
parque_93;39,47123135;-0,411816356895121;8241,04387083655
parque_349;39,40857630;-0,482006494886978;8188,16606604034
parque_352;39,40920275;-0,481943789153483;8185,94497599581
parque_236;39,39879680;-0,408444974680196;8169,79250043444
parque_173;39,48475690;-0,324986933079443;8163,22941009504
parque_481;39,50078675;-0,361191311084528;8156,90103591187
parque_456;39,42167750;-0,440259416413860;8135,44653644704
parque_488;39,47478110;-0,457074739722431;8108,40624329521
parque_493;39,43053085;-0,408127432000772;8100,44992443034
parque_286;39,49715185;-0,391309426092142;8071,71021750946
parque_336;39,47970605;-0,421488449643051;8060,67700760020
parque_190;39,45423645;-0,401398367586858;8026,58281706089
parque_414;39,47608795;-0,389143138552396;8010,98173057173
parque_275;39,50196295;-0,411580209472817;7986,98364432202
parque_380;39,42246275;-0,486362264580603;7974,23588503350
parque_48;39,48570180;-0,373859584558722;7966,35570466992
parque_450;39,45167340;-0,448132488657209;7933,54041636287
parque_257;39,42432235;-0,417292050181977;7931,34560318739
parque_76;39,45879980;-0,333402841143291;7911,25960746827
parque_10;39,52521280;-0,351650982218742;7888,86790162616
parque_200;39,47747415;-0,388216683454728;7865,25270329525
parque_101;39,48822490;-0,399542229494553;7827,83012498204
parque_296;39,50175220;-0,416198187414175;7819,17878182279
parque_499;39,48735740;-0,453255754700515;7815,80602317964
parque_298;39,42252575;-0,397169499508393;7777,76636648586
parque_324;39,42821930;-0,469947951079897;7751,42023852246
parque_6;39,48129915;-0,368526464963483;7723,48215594109
parque_514;39,45033020;-0,391678138673471;7713,64094847263
parque_272;39,50494335;-0,417331042820169;7682,11622869807
parque_308;39,54997420;-0,454283836331793;7682,09182046773
parque_207;39,40528900;-0,398754168684429;7667,59049879387
parque_5;39,46653285;-0,323425457049877;7662,60171980703
parque_153;39,43231535;-0,424034783678747;7595,22316026237
parque_205;39,49605415;-0,381794271476900;7591,82550967086
parque_292;39,40133345;-0,391078007425897;7571,63570891612
parque_124;39,55989495;-0,398523872330233;7567,77378935693
parque_191;39,50088240;-0,382940238662652;7561,78427854281
parque_197;39,50856675;-0,452484955351702;7544,73397832008
parque_14;39,42569630;-0,467542492086753;7509,05055559560
parque_497;39,39929145;-0,419233192956166;7496,34217040474
parque_154;39,43159910;-0,422375691525423;7491,45311324364
parque_228;39,42878095;-0,487375661964287;7487,06391425629
parque_322;39,42702365;-0,478828517398411;7484,06875788420
parque_374;39,41707835;-0,480805835559108;7458,59908313099
parque_250;39,51868125;-0,418115624074302;7447,12216056872
parque_461;39,47176440;-0,350277845575119;7440,17068822542
parque_389;39,42099430;-0,478583541103295;7424,23853508499
parque_446;39,45664075;-0,361909535756395;7418,22219844417
parque_84;39,46223625;-0,404486904754713;7363,87216159382
parque_396;39,43110460;-0,484467701923298;7313,49728887132
parque_103;39,49127530;-0,405884007320870;7299,51923431430
parque_15;39,43197380;-0,420122982576344;7268,78542799815
parque_302;39,55383660;-0,464605960536134;7249,48791968729
parque_71;39,45535460;-0,364931211249196;7242,69222877570
parque_224;39,45217110;-0,376911640403220;7238,05873484618
parque_135;39,52402990;-0,417693813534085;7199,72750406119
parque_465;39,48185460;-0,357871535773456;7191,38268190128
parque_303;39,55197770;-0,461862268962859;7168,88784829248
parque_519;39,46954475;-0,408627208203260;7164,96993014029
parque_483;39,45434780;-0,385417872313820;7161,00689840608
parque_161;39,53780740;-0,352535801906779;7141,29392948712
parque_387;39,42110960;-0,471630909816901;7133,17688091635
parque_375;39,41659285;-0,485448158080380;7120,37321540129
parque_432;39,42632940;-0,400453594408224;7094,41445699721
parque_115;39,48740065;-0,364108299999995;7061,95395847701
parque_26;39,45723085;-0,373207584092932;7058,46260746979
parque_170;39,47303570;-0,386953286490008;6997,20805435871
parque_111;39,49226230;-0,361040022423889;6988,84218320280
parque_265;39,53072300;-0,437744526331647;6921,26655798079
parque_219;39,46313050;-0,427919682219504;6912,14958329540
parque_139;39,55123355;-0,388838872546735;6883,84562251944
parque_500;39,42744460;-0,400101065202509;6876,10496706481
parque_421;39,51576305;-0,367303037902254;6854,36046247178
parque_491;39,42222615;-0,418068532631664;6843,44943127118
parque_492;39,42919065;-0,409624925561111;6829,01180923978
parque_16;39,46341365;-0,433531906483001;6827,84499170545
parque_477;39,47597850;-0,401955466740325;6823,37123840931
parque_390;39,42104045;-0,477860633700770;6822,05937909591
parque_138;39,55149165;-0,388020159162459;6817,88088236004
parque_125;39,54047310;-0,406097517336377;6780,33726687881
parque_478;39,46443440;-0,351109245572637;6765,89204652863
parque_222;39,46459910;-0,390640989147891;6739,57925453750
parque_67;39,47678130;-0,357394099999988;6721,81427195459
parque_100;39,48040265;-0,419290810300902;6698,45298403222
parque_403;39,42323145;-0,487666691002244;6677,23106101603
parque_263;39,52909005;-0,438719812266855;6666,57158595696
parque_452;39,43596325;-0,422914408339397;6655,43061733128
parque_419;39,50874185;-0,484518355200742;6649,30287439923
parque_121;39,54158905;-0,392445263540391;6636,66384312045
parque_11;39,45245880;-0,388280994609102;6635,72764810733
parque_428;39,48737320;-0,355397823618778;6498,68003565085
parque_440;39,51666510;-0,417169836516395;6475,18015265698
parque_214;39,45434600;-0,457449400055386;6473,41943660821
parque_362;39,41317775;-0,489788703891821;6467,13649690594
parque_325;39,42688950;-0,470157010468451;6463,53481606221
parque_8;39,45787140;-0,378172747718147;6460,76808584416
parque_225;39,46259570;-0,351620144713659;6451,47773189127
parque_353;39,40826160;-0,483573992048950;6445,38749032436
parque_397;39,43086145;-0,484845003102201;6435,46642229112
parque_285;39,49765890;-0,390381797993713;6423,86074963268
parque_468;39,49312890;-0,369149242651784;6393,51008999627
parque_123;39,55439120;-0,394668344138612;6380,61841682263
parque_203;39,49450945;-0,348184544110877;6376,05966866738
parque_424;39,54441030;-0,348154424148800;6365,15330897528
parque_273;39,50748100;-0,426111814571951;6349,28441102244
parque_220;39,44610420;-0,368908502313389;6341,81741209951
parque_295;39,50192000;-0,418128068942745;6337,21815479075
parque_122;39,54972150;-0,390849444655339;6328,98511226603
parque_96;39,47740420;-0,424435286633375;6305,71428744774
parque_271;39,42422175;-0,362459559882103;6295,79108609911
parque_418;39,53640910;-0,367794348978993;6285,20317869619
parque_306;39,54478505;-0,452920263581203;6272,24446447298
parque_58;39,46873355;-0,360911200588443;6263,37616947433
parque_316;39,43922560;-0,387639556545210;6253,53204772071
parque_371;39,41845350;-0,486877013721805;6250,17961103073
parque_490;39,40102355;-0,407361981729785;6249,39419738611
parque_136;39,52533275;-0,417027587004505;6243,73745541199
parque_326;39,42593705;-0,469214762890627;6220,39482417994
parque_430;39,44588220;-0,385338097589947;6209,00306745945
parque_69;39,46936280;-0,341276091047648;6196,28383493071
parque_140;39,55042280;-0,388401493525589;6195,17327858240
parque_355;39,40881330;-0,478651849985710;6164,51079896126
parque_436;39,47872095;-0,436348935279285;6161,63323295198
parque_469;39,44008975;-0,428096291410251;6147,62541435234
parque_372;39,41731310;-0,483067482476890;6136,53971720974
parque_113;39,48999720;-0,360476626717556;6092,47457406968
parque_517;39,41459980;-0,397481379279621;6063,74568923481
parque_385;39,42325545;-0,485512139604025;6048,67141027725
parque_433;39,51695120;-0,327211386381373;6019,21269487345
parque_394;39,42390460;-0,492916971082637;6009,49357839022
parque_480;39,48672450;-0,351962777050285;6003,10111295601
parque_141;39,55067760;-0,387598933734073;5967,98306458141
parque_320;39,51300210;-0,461502453328555;5965,91336349677
parque_266;39,46973545;-0,418766769270657;5965,80207655145
parque_422;39,52576700;-0,353018609776799;5944,30685951351
parque_384;39,42107550;-0,483860815905096;5941,69336848997
parque_463;39,46846410;-0,333504499922899;5898,95632946328
parque_451;39,45067615;-0,448204898933737;5894,13141761441
parque_232;39,53055990;-0,425870192355372;5891,64215689991
parque_165;39,50082750;-0,445259385124780;5888,12401797040
parque_359;39,40851765;-0,485188396958925;5869,34293225221
parque_192;39,51362770;-0,373514314765104;5868,01785702701
parque_94;39,47659300;-0,400456342952467;5858,10050098752
parque_319;39,41729325;-0,403405771825548;5849,52299578115
parque_31;39,47289870;-0,392937968264104;5817,64405484458
parque_163;39,47139255;-0,385785007086140;5799,33114651230
parque_367;39,41121910;-0,484214835751347;5777,42479921831
parque_108;39,49677265;-0,374182983671996;5773,75827367455
parque_381;39,41999590;-0,482236424309986;5762,18501338130
parque_307;39,55311115;-0,468662246120305;5759,33956508385
parque_356;39,40878110;-0,485717290735727;5735,78051579604
parque_366;39,41207910;-0,483531457880643;5733,26486277091
parque_454;39,42454665;-0,439763465500314;5717,60074830652
parque_343;39,43517415;-0,442886818132678;5701,25805518019
parque_310;39,55540730;-0,461729681255163;5692,22529773414
parque_85;39,46231180;-0,402117900000000;5688,36549663696
parque_134;39,46139510;-0,464504829458215;5668,13164936169
parque_376;39,41590375;-0,490915476048780;5647,87793910294
parque_512;39,40289570;-0,411753242432297;5639,53059618363
parque_146;39,45861795;-0,465541698780674;5623,64932106287
parque_427;39,54346765;-0,325858399193104;5614,22273364523
parque_479;39,45655580;-0,400082694078943;5608,74667386879
parque_193;39,52267755;-0,376075345331642;5599,46823725113
parque_364;39,41004165;-0,483638856611088;5597,25594745716
parque_346;39,40956590;-0,491200345234248;5593,53956848575
parque_370;39,41233635;-0,475484628053034;5586,36201151088
parque_278;39,46012730;-0,465025435965658;5568,64990885631
parque_409;39,42564355;-0,482559308596384;5557,87348304314
parque_420;39,53294120;-0,354198730777480;5538,75431351474
parque_368;39,40970390;-0,486242392824893;5506,01244423701
parque_98;39,48002880;-0,424182577243087;5502,83227003258
parque_335;39,43903020;-0,431080039197530;5493,39419019432
parque_410;39,42935275;-0,476844639207156;5488,35311400968
parque_383;39,42095880;-0,483339629169582;5483,74365850372
parque_393;39,42259525;-0,474520950823107;5453,84041292127
parque_312;39,52661275;-0,411559680577623;5452,07977317332
parque_369;39,41466720;-0,490833032047140;5450,88444101741
parque_485;39,51477850;-0,389466856849397;5444,71532464679
parque_426;39,54753780;-0,346677799750882;5440,52402012370
parque_501;39,42990230;-0,438635012061015;5428,51701350245
parque_323;39,42920125;-0,479358151010256;5424,69139302522
parque_119;39,54684790;-0,399942438465698;5423,04057673877
parque_329;39,52569370;-0,436627396899303;5421,58833225258
parque_407;39,42726385;-0,491221490858146;5418,10539404687
parque_59;39,54641480;-0,394876248031556;5410,32327643009
parque_338;39,48544830;-0,326686950000000;5392,08854260721
parque_347;39,40854055;-0,480800082168954;5385,91906408821
parque_471;39,48232510;-0,402757821889399;5361,92781212833
parque_40;39,45972265;-0,456390353969479;5356,71941343695
parque_354;39,41050560;-0,478562590029499;5343,45511298254
parque_240;39,42765965;-0,478774225114088;5322,25944254268
parque_400;39,42456860;-0,485209507832947;5320,50072756136
parque_172;39,49382555;-0,405458459589618;5312,51614271733
parque_345;39,40944100;-0,491660578024993;5293,41496730901
parque_341;39,42572365;-0,462240683500203;5286,68813395689
parque_437;39,50318070;-0,406105069992579;5282,27366719180
parque_377;39,41601165;-0,478964873529134;5266,78946914819
parque_339;39,42573975;-0,478002329983580;5246,13883883529
parque_340;39,42592435;-0,465835470405934;5239,48553910511
parque_118;39,54657380;-0,400138647982386;5218,13687664742
